Unnamed: 0,ID,conf90,conf95,conf99,numberCys,numberCysCys,pattern
4987,g4988.t1,1,1,1,0,1,1
4988,g4989.t1,1,1,1,1,1,1
4989,g4990.t1,1,1,1,1,1,1
4990,g4991.t1,1,1,1,1,1,1
4991,g4992.t1,1,1,1,1,1,1
4992,g4993.t1,1,1,1,1,1,1
4993,g4994.t1,0,0,0,1,1,1
4994,g4995.t1,1,1,1,1,0,1
4995,g4996.t1,1,1,1,1,1,1
4996,g4997.t1,1,1,1,0,1,1
4997,g4998.t1,0,0,0,1,1,1
4998,g4999.t1,1,1,1,0,1,1
4999,g5000.t1,1,1,1,0,1,1
5000,g5001.t1,1,1,1,0,1,1
5001,g5002.t1,0,0,0,1,1,1
5002,g5003.t1,1,1,1,1,1,1
5003,g5004.t1,1,1,1,0,1,1
5004,g5005.t1,1,1,1,0,1,1
5005,g5006.t1,1,1,1,1,1,1
5006,g5007.t1,1,1,1,1,1,1
5007,g5008.t1,0,0,0,1,1,1
5008,g5009.t1,1,1,1,1,1,1
5009,g5010.t1,1,1,1,0,1,1
5010,g5011.t1,1,1,1,1,1,1
5011,g5012.t1,1,1,1,1,1,1
5012,g5013.t1,1,1,1,0,1,1
5013,g5014.t1,1,1,1,1,1,1
5014,g5015.t1,1,1,1,1,1,1
5015,g5016.t1,1,1,1,0,1,1
5016,g5017.t1,1,1,1,1,1,1
5017,g5018.t1,1,1,1,0,1,1
5018,g5019.t1,1,1,1,0,0,1
5019,g5020.t1,1,1,1,1,1,1
5020,g5021.t1,1,1,1,1,1,1
5021,g5022.t1,1,1,1,1,1,1
5022,g5023.t1,1,1,1,1,1,1
5023,g5024.t1,1,1,1,0,1,1
5024,g5025.t1,1,1,1,0,1,1
5025,g5026.t1,1,1,1,0,1,1
5026,g5027.t1,1,1,1,0,1,1
5027,g5028.t1,1,1,1,1,1,1
5028,g5029.t1,1,1,1,1,1,1
5029,g5030.t1,1,1,1,1,1,1
5030,g5031.t1,1,1,1,1,1,1
5031,g5032.t1,1,1,1,1,1,1
5032,g5033.t1,1,1,1,0,1,1
5033,g5034.t1,1,1,1,1,1,1
5034,g5035.t1,1,1,1,1,1,1
5035,g5036.t1,1,1,1,1,1,1
5036,g5037.t1,0,0,0,1,1,1
5037,g5038.t1,1,1,1,0,1,1
5038,g5039.t1,1,1,1,1,1,1
5039,g5040.t1,1,1,1,0,1,1
5040,g5041.t1,1,1,1,1,1,1
5041,g5042.t1,1,1,1,1,1,1
5042,g5043.t1,1,1,1,1,1,1
5043,g5044.t1,1,1,1,1,1,1
5044,g5045.t1,1,1,1,1,1,1
5045,g5046.t1,1,1,1,1,1,1
5046,g5047.t1,1,1,1,1,1,1
5047,g5048.t1,1,1,1,1,1,1
5048,g5049.t1,1,1,1,0,1,1
5049,g5050.t1,1,1,1,1,1,1
5050,g5051.t1,1,1,1,0,1,1
5051,g5052.t1,1,1,1,1,1,1
5052,g5053.t1,1,1,1,1,1,1
5053,g5054.t1,1,1,1,1,1,1
5054,g5055.t1,1,1,1,1,1,1
5055,g5056.t1,1,1,1,1,1,1
5056,g5057.t1,1,1,1,1,1,1
5057,g5058.t1,1,1,1,1,1,1
5058,g5059.t1,0,0,0,1,1,1
5059,g5060.t1,1,1,1,1,1,1
5060,g5061.t1,1,1,1,0,1,1
5061,g5062.t1,1,1,1,0,1,1
5062,g5063.t1,1,1,1,0,1,1
5063,g5064.t1,1,1,0,1,1,1
5064,g5065.t1,0,0,0,1,1,1
5065,g5066.t1,0,0,0,1,1,1
5066,g5067.t1,1,1,1,0,1,1
5067,g5068.t1,1,1,1,1,1,1
5068,g5069.t1,0,0,0,1,1,1
5069,g5070.t1,1,1,1,1,1,1
5070,g5071.t1,1,1,1,0,1,1
5071,g5072.t1,1,1,1,0,1,1
5072,g5073.t1,1,1,1,1,1,1
5073,g5074.t1,1,1,1,1,1,1
5074,g5075.t1,1,1,1,1,1,1
5075,g5076.t1,0,0,0,1,1,1
5076,g5077.t1,1,1,1,0,1,1
5077,g5078.t1,1,1,1,1,1,1
5078,g5079.t1,1,1,1,1,1,1
5079,g5080.t1,1,1,1,1,1,1
5080,g5081.t1,1,1,1,1,1,1
5081,g5082.t1,1,1,1,1,1,1
5082,g5083.t1,0,0,0,1,1,1
5083,g5084.t1,1,1,1,1,1,1
5084,g5085.t1,1,1,1,1,1,1
5085,g5086.t1,1,1,1,0,1,1
5086,g5087.t1,1,1,1,0,1,1
5087,g5088.t1,1,1,1,0,1,1
5088,g5089.t1,1,1,1,1,1,1
5089,g5090.t1,1,1,1,1,1,1
5090,g5091.t1,1,1,1,1,1,1
5091,g5092.t1,1,1,1,0,1,1
5092,g5093.t1,1,1,1,0,1,1
5093,g5094.t1,1,1,1,0,1,1
5094,g5095.t1,1,1,1,1,1,1
5095,g5096.t1,1,1,1,1,1,1
5096,g5097.t1,1,1,1,0,1,1
5097,g5098.t1,1,0,0,1,1,1
5098,g5099.t1,1,1,1,0,1,1
5099,g5100.t1,1,1,1,1,1,1
5100,g5101.t1,1,1,1,1,1,1
5101,g5102.t1,1,1,1,1,1,1
5102,g5103.t1,1,1,1,1,1,1
5103,g5104.t1,1,1,1,1,1,1
5104,g5105.t1,1,1,1,0,1,1
5105,g5106.t1,1,1,1,1,1,1
5106,g5107.t1,1,1,1,0,1,1
5107,g5108.t1,1,1,1,1,1,1
5108,g5109.t1,1,1,1,0,1,1
5109,g5110.t1,1,1,1,0,1,1
5110,g5111.t1,1,1,1,1,1,1
5111,g5112.t1,1,1,1,1,1,1
5112,g5113.t1,1,1,1,1,1,1
5113,g5114.t1,1,1,1,1,1,1
5114,g5115.t1,1,1,1,0,1,1
5115,g5116.t1,1,1,1,0,1,1
5116,g5117.t1,1,1,1,0,1,1
5117,g5118.t1,1,1,1,1,1,1
5118,g5119.t1,1,1,1,0,1,1
5119,g5120.t1,1,1,1,0,1,1
5120,g5121.t1,1,1,0,1,1,1
5121,g5122.t1,1,1,1,1,1,1
5122,g5123.t1,1,1,1,1,1,1
5123,g5124.t1,1,1,1,0,1,1
5124,g5125.t1,1,1,1,1,1,1
5125,g5126.t1,1,1,1,1,1,1
5126,g5127.t1,1,1,1,0,1,1
5127,g5128.t1,1,1,1,0,1,1
5128,g5129.t1,1,1,1,0,1,1
5129,g5130.t1,1,1,1,0,0,1
5130,g5131.t1,1,1,1,1,1,1
5131,g5132.t1,1,1,1,1,1,1
5132,g5133.t1,1,1,1,1,1,1
5133,g5134.t1,1,1,1,1,1,1
5134,g5135.t1,1,1,1,0,1,1
5135,g5136.t1,1,1,1,1,1,1
5136,g5137.t1,1,1,1,1,1,1
5137,g5138.t1,1,1,1,1,1,1
5138,g5139.t1,1,1,1,1,1,1
5139,g5140.t1,1,1,1,1,1,1
5140,g5141.t1,1,1,1,1,1,1
5141,g5142.t1,1,1,1,1,1,1
5142,g5143.t1,1,1,1,0,1,1
5143,g5144.t1,1,1,1,1,1,1
5144,g5145.t1,1,1,1,1,1,1
5145,g5146.t1,1,0,0,1,1,1
5146,g5147.t1,1,1,1,1,1,1
5147,g5148.t1,1,1,1,1,1,1
5148,g5149.t1,1,1,1,1,1,1
5149,g5150.t1,1,1,1,1,1,1
5150,g5151.t1,1,1,1,1,1,1
5151,g5152.t1,1,1,1,1,1,1
5152,g5153.t1,1,1,1,0,1,1
5153,g5154.t1,1,1,1,1,1,1
5154,g5155.t1,1,1,1,1,1,1
5155,g5156.t1,1,1,1,1,1,1
5156,g5157.t1,1,1,1,1,1,1
5157,g5158.t1,1,1,1,1,1,1
5158,g5159.t1,1,1,1,0,1,1
5159,g5160.t1,1,1,1,0,1,1
5160,g5161.t1,0,0,0,1,1,1
5161,g5162.t1,1,1,0,1,1,1
5162,g5163.t1,1,1,1,0,1,1
5163,g5164.t1,1,1,1,1,1,1
5164,g5165.t1,1,1,1,1,1,1
5165,g5166.t1,1,1,1,1,1,1
5166,g5167.t1,1,1,1,0,1,1
5167,g5168.t1,1,1,1,1,1,1
5168,g5169.t1,1,1,1,0,1,1
5169,g5170.t1,1,1,1,1,1,1
5170,g5171.t1,1,1,0,1,1,1
5171,g5172.t1,1,1,1,1,1,1
5172,g5173.t1,1,1,1,1,1,1
5173,g5174.t1,1,1,1,0,1,1
5174,g5175.t1,1,1,1,1,1,1
5175,g5176.t1,1,1,1,0,1,1
5176,g5177.t1,1,1,1,1,1,1
5177,g5178.t1,1,1,1,0,1,1
5178,g5179.t1,1,1,1,1,1,1
5179,g5180.t1,0,0,0,1,1,1
5180,g5181.t1,1,1,1,1,1,1
5181,g5182.t1,1,1,1,1,1,1
5182,g5183.t1,1,1,1,0,1,1
5183,g5184.t1,1,1,1,1,1,1
5184,g5185.t1,1,1,1,0,1,1
5185,g5186.t1,1,1,1,1,1,1
5186,g5187.t1,1,1,1,1,1,1
5187,g5188.t1,1,1,1,0,1,1
5188,g5189.t1,1,1,1,0,1,1
5189,g5190.t1,1,1,1,0,1,1
5190,g5191.t1,1,1,1,1,1,1
5191,g5192.t1,1,1,0,1,1,1
5192,g5193.t1,1,1,1,1,1,1
5193,g5194.t1,1,1,1,1,1,1
5194,g5195.t1,1,1,1,1,1,1
5195,g5196.t1,1,1,1,0,1,1
5196,g5197.t1,1,1,1,1,1,1
5197,g5198.t1,1,1,1,1,1,1
5198,g5199.t1,1,1,1,1,1,1
5199,g5200.t1,1,1,1,0,1,1
5200,g5201.t1,1,1,1,1,1,1
5201,g5202.t1,1,1,1,1,1,1
5202,g5203.t1,1,1,1,0,1,1
5203,g5204.t1,1,1,1,0,0,1
5204,g5205.t1,1,1,1,1,1,1
5205,g5206.t1,1,1,1,0,1,1
5206,g5207.t1,1,1,1,1,1,1
5207,g5208.t1,1,1,1,0,1,1
5208,g5209.t1,1,1,1,1,1,1
5209,g5210.t1,1,1,1,1,1,1
5210,g5211.t1,1,1,1,1,1,1
5211,g5212.t1,1,1,1,1,1,1
5212,g5213.t1,1,1,1,1,1,1
5213,g5214.t1,1,1,1,0,1,1
5214,g5215.t1,1,1,1,0,1,1
5215,g5216.t1,1,1,0,1,1,1
5216,g5217.t1,1,1,1,0,1,1
5217,g5218.t1,1,1,1,0,1,1
5218,g5219.t1,1,1,1,1,1,1
5219,g5220.t1,1,1,1,1,1,1
5220,g5221.t1,1,1,0,1,1,1
5221,g5222.t1,1,1,1,0,1,1
5222,g5223.t1,1,1,1,1,1,1
5223,g5224.t1,1,1,1,1,1,1
5224,g5225.t1,1,1,1,1,1,1
5225,g5226.t1,1,1,1,1,1,1
5226,g5227.t1,1,1,1,1,1,1
5227,g5228.t1,1,1,1,0,1,1
5228,g5229.t1,1,1,1,1,1,1
5229,g5230.t1,1,1,1,1,1,1
5230,g5231.t1,1,1,1,1,1,1
5231,g5232.t1,1,1,1,1,1,1
5232,g5233.t1,1,1,1,1,1,1
5233,g5234.t1,1,1,1,0,1,1
5234,g5235.t1,1,1,1,1,1,1
5235,g5236.t1,1,1,1,1,1,1
5236,g5237.t1,1,1,1,1,1,1
5237,g5238.t1,1,1,1,1,1,1
5238,g5239.t1,1,1,1,0,1,1
5239,g5240.t1,1,1,1,0,1,1
5240,g5241.t1,1,1,1,0,1,1
5241,g5242.t1,1,1,1,1,1,1
5242,g5243.t1,1,1,1,0,1,1
5243,g5244.t1,1,1,1,1,1,1
5244,g5245.t1,1,1,1,1,1,1
5245,g5246.t1,1,1,1,1,1,1
5246,g5247.t1,1,1,1,1,1,1
5247,g5248.t1,1,1,1,0,1,1
5248,g5249.t1,1,1,0,1,1,1
5249,g5250.t1,1,1,1,1,1,1
5250,g5251.t1,1,0,0,1,1,1
5251,g5252.t1,1,1,1,1,1,1
5252,g5253.t1,1,1,1,1,1,1
5253,g5254.t1,1,1,1,0,1,1
5254,g5255.t1,1,1,1,1,1,1
5255,g5256.t1,1,1,1,1,1,1
5256,g5257.t1,1,1,1,0,1,1
5257,g5258.t1,1,1,1,0,1,1
5258,g5259.t1,1,1,1,1,1,1
5259,g5260.t1,1,1,1,0,1,1
5260,g5261.t1,1,1,1,1,1,1
5261,g5262.t1,1,1,1,1,1,1
5262,g5263.t1,1,1,1,1,1,1
5263,g5264.t1,1,1,1,0,1,1
5264,g5265.t1,1,1,1,0,1,1
5265,g5266.t1,1,1,1,1,1,1
5266,g5267.t1,1,1,1,0,1,1
5267,g5268.t1,1,1,1,0,1,1
5268,g5269.t1,1,1,1,0,1,1
5269,g5270.t1,0,0,0,1,1,1
5270,g5271.t1,0,0,0,1,1,1
5271,g5272.t1,1,1,1,1,1,1
5272,g5273.t1,1,1,1,1,1,1
5273,g5274.t1,1,1,1,1,1,1
5274,g5275.t1,1,1,1,0,1,1
5275,g5276.t1,1,1,1,1,1,1
5276,g5277.t1,1,1,1,1,1,1
5277,g5278.t1,1,1,1,1,1,1
5278,g5279.t1,0,0,0,1,1,1
5279,g5280.t1,1,1,1,1,1,1
5280,g5281.t1,1,1,1,1,1,1
5281,g5282.t1,0,0,0,1,1,1
5282,g5283.t1,1,1,1,1,1,1
5283,g5284.t1,1,1,1,1,1,1
5284,g5285.t1,1,1,1,1,1,1
5285,g5286.t1,1,1,1,0,1,1
5286,g5287.t1,1,1,1,1,1,1
5287,g5288.t1,1,1,1,1,1,1
5288,g5289.t1,1,1,1,1,1,1
5289,g5290.t1,1,1,1,0,1,1
5290,g5291.t1,1,1,1,1,1,1
5291,g5292.t1,1,1,1,0,1,1
5292,g5293.t1,1,1,1,1,1,1
5293,g5294.t1,0,0,0,1,1,1
5294,g5295.t1,1,1,1,0,1,1
5295,g5296.t1,1,1,1,1,1,1
5296,g5297.t1,1,1,1,1,1,1
5297,g5298.t1,1,1,1,1,1,1
5298,g5299.t1,1,1,1,1,1,1
5299,g5300.t1,1,1,1,1,1,1
5300,g5301.t1,1,1,1,0,1,1
5301,g5302.t1,0,0,0,1,1,1
5302,g5303.t1,1,1,1,1,1,1
5303,g5304.t1,1,1,1,1,1,1
5304,g5305.t1,0,0,0,1,1,1
5305,g5306.t1,1,1,1,0,1,1
5306,g5307.t1,1,1,1,1,1,1
5307,g5308.t1,1,1,1,0,1,1
5308,g5309.t1,1,1,1,1,1,1
5309,g5310.t1,0,0,0,1,1,1
5310,g5311.t1,1,1,1,0,1,1
5311,g5312.t1,1,1,1,0,1,1
5312,g5313.t1,1,1,1,0,1,1
5313,g5314.t1,1,1,1,1,1,1
5314,g5315.t1,1,1,1,1,1,1
5315,g5316.t1,1,1,1,1,1,1
5316,g5317.t1,1,1,1,1,1,1
5317,g5318.t1,1,1,1,1,1,1
5318,g5319.t1,1,1,1,0,1,1
5319,g5320.t1,0,0,0,1,1,1
5320,g5321.t1,1,1,1,1,1,1
5321,g5322.t1,1,1,1,1,1,1
5322,g5323.t1,0,0,0,1,1,1
5323,g5324.t1,1,1,1,1,1,1
5324,g5325.t1,1,1,1,1,1,1
5325,g5326.t1,1,1,1,0,1,1
5326,g5327.t1,1,1,1,0,1,1
5327,g5328.t1,1,1,1,0,1,1
5328,g5329.t1,1,1,1,0,1,1
5329,g5330.t1,1,1,1,0,1,1
5330,g5331.t1,1,1,1,1,1,1
5331,g5332.t1,1,1,1,0,1,1
5332,g5333.t1,1,1,1,0,0,1
5333,g5334.t1,1,1,1,1,1,1
5334,g5335.t1,1,1,1,1,1,1
5335,g5336.t1,1,1,1,1,1,1
5336,g5337.t1,1,1,1,1,1,1
5337,g5338.t1,1,1,1,1,1,1
5338,g5339.t1,1,1,1,0,1,1
5339,g5340.t1,1,1,1,1,1,1
5340,g5341.t1,1,1,1,1,1,1
5341,g5342.t1,1,1,1,1,1,1
5342,g5343.t1,1,1,1,1,1,1
5343,g5344.t1,1,1,1,0,1,1
5344,g5345.t1,1,1,1,1,1,1
5345,g5346.t1,1,1,1,1,1,1
5346,g5347.t1,1,1,1,1,1,1
5347,g5348.t1,1,1,1,0,0,1
5348,g5349.t1,1,1,1,1,1,1
5349,g5350.t1,1,1,1,1,1,1
5350,g5351.t1,1,1,1,0,1,1
5351,g5352.t1,1,1,1,0,1,1
5352,g5353.t1,1,1,1,1,1,1
5353,g5354.t1,1,1,1,0,1,1
5354,g5355.t1,1,1,1,1,1,1
5355,g5356.t1,1,1,1,0,1,1
5356,g5357.t1,1,1,1,1,1,1
5357,g5358.t1,1,1,1,1,1,1
5358,g5359.t1,1,1,1,1,1,1
5359,g5360.t1,1,1,0,1,1,1
5360,g5361.t1,1,1,1,1,1,1
5361,g5362.t1,1,1,1,0,1,1
5362,g5363.t1,0,0,0,1,1,1
5363,g5364.t1,1,1,1,1,1,1
5364,g5365.t1,1,1,1,1,1,1
5365,g5366.t1,1,1,1,0,1,1
5366,g5367.t1,1,1,1,0,1,1
5367,g5368.t1,1,1,1,1,1,1
5368,g5369.t1,1,1,1,1,1,1
5369,g5370.t1,1,1,1,1,1,1
5370,g5371.t1,1,1,1,1,1,1
5371,g5372.t1,1,1,1,0,1,1
5372,g5373.t1,0,0,0,1,1,1
5373,g5374.t1,1,1,1,1,1,1
5374,g5375.t1,1,1,1,0,1,1
5375,g5376.t1,1,1,1,1,1,1
5376,g5377.t1,1,1,1,1,1,1
5377,g5378.t1,1,1,1,1,1,1
5378,g5379.t1,1,1,0,1,1,1
5379,g5380.t1,1,1,1,1,1,1
5380,g5381.t1,1,1,1,0,1,1
5381,g5382.t1,1,1,1,1,1,1
5382,g5383.t1,1,1,1,1,1,1
5383,g5384.t1,1,1,1,0,1,1
5384,g5385.t1,1,1,1,1,1,1
5385,g5386.t1,1,1,1,1,1,1
5386,g5387.t1,1,1,1,0,1,1
5387,g5388.t1,1,1,1,0,1,1
5388,g5389.t1,1,1,1,1,1,1
5389,g5390.t1,1,1,1,0,1,1
5390,g5391.t1,1,1,1,1,1,1
5391,g5392.t1,1,1,1,1,1,1
5392,g5393.t1,1,1,1,1,1,1
5393,g5394.t1,1,1,1,1,1,1
5394,g5395.t1,1,1,1,1,1,1
5395,g5396.t1,1,1,1,1,1,1
5396,g5397.t1,0,0,0,1,1,1
5397,g5398.t1,1,1,1,1,1,1
5398,g5399.t1,1,1,0,1,1,1
5399,g5400.t1,1,1,1,0,1,1
5400,g5401.t1,1,1,1,1,1,1
5401,g5402.t1,0,0,0,1,1,1
5402,g5403.t1,1,1,1,0,1,1
5403,g5404.t1,1,1,1,1,1,1
5404,g5405.t1,1,1,1,0,1,1
5405,g5406.t1,1,1,1,0,1,1
5406,g5407.t1,1,0,0,1,1,1
5407,g5408.t1,1,1,1,0,1,1
5408,g5409.t1,1,1,1,0,1,1
5409,g5410.t1,1,1,1,0,0,1
5410,g5411.t1,0,0,0,1,1,1
5411,g5412.t1,1,1,1,1,1,1
5412,g5413.t1,1,1,1,0,1,1
5413,g5414.t1,1,1,1,1,1,1
5414,g5415.t1,1,1,1,0,1,1
5415,g5416.t1,1,1,1,1,1,1
5416,g5417.t1,1,1,1,1,1,1
5417,g5418.t1,1,1,1,0,1,1
5418,g5419.t1,1,1,1,1,1,1
5419,g5420.t1,1,1,1,1,1,1
5420,g5421.t1,1,1,0,1,1,1
5421,g5422.t1,1,1,1,0,1,1
5422,g5423.t1,1,1,1,1,1,1
5423,g5424.t1,1,1,1,1,1,1
5424,g5425.t1,1,1,1,1,1,1
5425,g5426.t1,1,1,1,0,1,1
5426,g5427.t1,1,1,1,1,1,1
5427,g5428.t1,1,1,1,1,1,1
5428,g5429.t1,0,0,0,1,1,1
5429,g5430.t1,1,1,1,1,1,1
5430,g5431.t1,1,1,1,0,1,1
5431,g5432.t1,1,1,1,1,1,1
5432,g5433.t1,1,1,1,1,1,1
5433,g5434.t1,1,1,1,0,1,1
5434,g5435.t1,1,0,0,1,1,1
5435,g5436.t1,1,1,1,1,1,1
5436,g5437.t1,1,1,1,1,1,1
5437,g5438.t1,1,1,1,1,1,1
5438,g5439.t1,1,1,1,1,1,1
5439,g5440.t1,1,1,1,1,1,1
5440,g5441.t1,1,1,1,0,1,1
5441,g5442.t1,1,1,1,1,1,1
5442,g5443.t1,1,1,1,0,1,1
5443,g5444.t1,0,0,0,1,1,1
5444,g5445.t1,1,1,1,1,1,1
5445,g5446.t1,1,1,1,1,1,1
5446,g5447.t1,1,1,1,1,1,1
5447,g5448.t1,1,1,1,1,1,1
5448,g5449.t1,1,1,1,1,1,1
5449,g5450.t1,1,1,1,1,1,1
5450,g5451.t1,1,1,1,1,1,1
5451,g5452.t1,1,1,1,1,1,1
5452,g5453.t1,1,1,1,1,1,1
5453,g5454.t1,1,1,1,1,1,1
5454,g5455.t1,0,0,0,1,1,1
5455,g5456.t1,1,1,1,1,1,1
5456,g5457.t1,1,1,1,1,1,1
5457,g5458.t1,1,1,1,1,1,1
5458,g5459.t1,1,1,1,1,1,1
5459,g5460.t1,1,1,1,1,1,1
5460,g5461.t1,1,1,1,1,1,1
5461,g5462.t1,1,1,1,1,1,1
5462,g5463.t1,1,1,1,1,1,1
5463,g5464.t1,1,1,0,1,1,1
5464,g5465.t1,0,0,0,1,1,1
5465,g5466.t1,1,1,1,1,1,1
5466,g5467.t1,1,1,1,0,1,1
5467,g5468.t1,1,1,1,1,1,1
5468,g5469.t1,1,1,1,1,1,1
5469,g5470.t1,1,1,1,1,1,1
5470,g5471.t1,1,1,1,1,1,1
5471,g5472.t1,1,1,1,0,0,1
5472,g5473.t1,1,1,1,1,1,1
5473,g5474.t1,1,1,1,1,1,1
5474,g5475.t1,1,1,1,0,1,1
5475,g5476.t1,1,1,1,1,1,1
5476,g5477.t1,0,0,0,1,1,1
5477,g5478.t1,1,1,1,0,1,1
5478,g5479.t1,1,1,1,0,1,1
5479,g5480.t1,1,1,1,1,1,1
5480,g5481.t1,1,1,1,1,1,1
5481,g5482.t1,1,1,1,0,1,1
5482,g5483.t1,1,1,1,1,1,1
5483,g5484.t1,1,1,1,1,1,1
5484,g5485.t1,1,1,1,0,1,1
5485,g5486.t1,1,1,1,0,1,1
5486,g5487.t1,1,1,1,1,1,1
5487,g5488.t1,1,1,1,1,1,1
5488,g5489.t1,1,1,1,0,1,1
5489,g5490.t1,0,0,0,1,1,1
5490,g5491.t1,1,1,1,0,0,1
5491,g5492.t1,1,1,1,1,1,1
5492,g5493.t1,1,1,1,1,1,1
5493,g5494.t1,1,1,1,1,1,1
5494,g5495.t1,1,1,1,1,1,1
5495,g5496.t1,1,1,1,1,1,1
5496,g5497.t1,1,1,1,0,1,1
5497,g5498.t1,1,1,1,0,1,1
5498,g5499.t1,1,1,1,0,1,1
5499,g5500.t1,1,1,1,1,1,1
5500,g5501.t1,1,1,1,1,1,1
5501,g5502.t1,1,1,1,1,1,1
5502,g5503.t1,1,1,1,0,1,1
5503,g5504.t1,1,1,1,1,1,1
5504,g5505.t1,1,1,1,1,1,1
5505,g5506.t1,1,1,1,1,1,1
5506,g5507.t1,1,1,0,1,1,1
5507,g5508.t1,1,1,1,1,1,1
5508,g5509.t1,1,1,1,1,1,1
5509,g5510.t1,1,1,1,1,1,1
5510,g5511.t1,1,1,1,1,1,1
5511,g5512.t1,1,1,1,1,1,1
5512,g5513.t1,1,1,1,1,1,1
5513,g5514.t1,1,1,1,0,1,1
5514,g5515.t1,1,1,1,0,1,1
5515,g5516.t1,1,1,1,1,1,1
5516,g5517.t1,1,1,1,1,1,1
5517,g5518.t1,1,1,1,0,1,1
5518,g5519.t1,1,1,1,0,1,1
5519,g5520.t1,1,1,1,1,1,1
5520,g5521.t1,1,1,1,1,1,1
5521,g5522.t1,1,1,1,1,1,1
5522,g5523.t1,1,1,1,0,1,1
5523,g5524.t1,1,1,1,1,1,1
5524,g5525.t1,1,1,1,0,1,1
5525,g5526.t1,1,1,0,1,1,1
5526,g5527.t1,1,1,1,1,1,1
5527,g5528.t1,1,1,1,1,1,1
5528,g5529.t1,1,1,1,0,1,1
5529,g5530.t1,1,1,1,0,1,1
5530,g5531.t1,1,1,1,1,1,1
5531,g5532.t1,1,1,1,1,1,1
5532,g5533.t1,1,1,1,1,1,1
5533,g5534.t1,1,1,1,0,1,1
5534,g5535.t1,1,1,1,0,1,1
5535,g5536.t1,1,1,1,1,1,1
5536,g5537.t1,1,1,0,1,1,1
5537,g5538.t1,1,1,1,1,1,1
5538,g5539.t1,1,1,1,0,1,1
5539,g5540.t1,1,1,1,1,1,1
5540,g5541.t1,1,1,1,1,1,1
5541,g5542.t1,1,1,1,0,1,1
5542,g5543.t1,1,0,0,1,1,1
5543,g5544.t1,0,0,0,1,1,1
5544,g5545.t1,1,1,1,1,1,1
5545,g5546.t1,0,0,0,1,1,1
5546,g5547.t1,1,1,1,0,1,1
5547,g5548.t1,1,1,1,1,1,1
5548,g5549.t1,1,1,1,1,1,1
5549,g5550.t1,1,1,1,0,1,1
5550,g5551.t1,1,1,1,1,1,1
5551,g5552.t1,1,1,1,0,1,1
5552,g5553.t1,1,1,1,1,1,1
5553,g5554.t1,1,1,1,1,1,1
5554,g5555.t1,1,1,1,1,1,1
5555,g5556.t1,1,1,1,1,1,1
5556,g5557.t1,1,1,1,0,1,1
5557,g5558.t1,1,1,1,1,1,1
5558,g5559.t1,1,1,1,0,1,1
5559,g5560.t1,1,1,1,1,1,1
5560,g5561.t1,1,1,1,0,1,1
5561,g5562.t1,1,1,1,0,1,1
5562,g5563.t1,1,1,1,1,1,1
5563,g5564.t1,1,1,1,1,1,1
5564,g5565.t1,1,1,1,0,1,1
5565,g5566.t1,1,1,1,1,1,1
5566,g5567.t1,1,1,1,1,1,1
5567,g5568.t1,1,1,1,0,1,1
5568,g5569.t1,1,1,1,0,1,1
5569,g5570.t1,1,1,1,1,1,1
5570,g5571.t1,1,1,1,1,1,1
5571,g5572.t1,1,1,1,1,1,1
5572,g5573.t1,1,1,1,1,1,1
5573,g5574.t1,1,1,1,1,1,1
5574,g5575.t1,1,1,1,1,1,1
5575,g5576.t1,1,1,1,1,1,1
5576,g5577.t1,1,1,1,1,1,1
5577,g5578.t1,0,0,0,1,1,1
5578,g5579.t1,1,1,1,1,1,1
5579,g5580.t1,1,1,1,1,1,1
5580,g5581.t1,1,1,1,1,1,1
5581,g5582.t1,1,1,1,1,1,1
5582,g5583.t1,1,1,1,1,1,1
5583,g5584.t1,1,1,1,1,1,1
5584,g5585.t1,1,1,1,1,1,1
5585,g5586.t1,1,0,0,1,1,1
5586,g5587.t1,1,1,1,1,1,1
5587,g5588.t1,1,1,1,0,1,1
5588,g5589.t1,1,1,1,0,1,1
5589,g5590.t1,1,1,1,1,1,1
5590,g5591.t1,1,1,1,0,1,1
5591,g5592.t1,1,1,1,0,0,1
5592,g5593.t1,1,1,1,0,1,1
5593,g5594.t1,0,0,0,1,1,1
5594,g5595.t1,1,1,1,0,1,1
5595,g5596.t1,1,1,1,0,1,1
5596,g5597.t1,0,0,0,1,1,1
5597,g5598.t1,1,1,1,0,1,1
5598,g5599.t1,1,1,1,0,1,1
5599,g5600.t1,1,1,1,1,1,1
5600,g5601.t1,1,1,1,0,1,1
5601,g5602.t1,1,1,1,1,1,1
5602,g5603.t1,1,1,1,1,1,1
5603,g5604.t1,1,1,1,1,1,1
5604,g5605.t1,1,1,1,1,1,1
5605,g5606.t1,1,1,1,1,1,1
5606,g5607.t1,1,1,1,0,1,1
5607,g5608.t1,1,1,1,1,1,1
5608,g5609.t1,1,1,1,0,1,1
5609,g5610.t1,1,1,1,0,1,1
5610,g5611.t1,1,1,1,1,1,1
5611,g5612.t1,1,1,1,1,1,1
5612,g5613.t1,1,1,1,1,1,1
5613,g5614.t1,1,1,1,1,1,1
5614,g5615.t1,1,1,1,1,1,1
5615,g5616.t1,1,1,1,1,1,1
5616,g5617.t1,1,1,1,1,1,1
5617,g5618.t1,1,1,1,1,1,1
5618,g5619.t1,1,1,1,0,1,1
5619,g5620.t1,1,1,1,0,1,1
5620,g5621.t1,1,1,1,1,1,1
