indexSequence,HydrophobicZ1,HydrophobicZ2,HydrophobicZ3,HydrophobicZ4,HydrophobicZ5,HydrophobicityZ1,HydrophobicityZ2,HydrophobicityZ3,HydrophobicityZ4,HydrophobicityZ5,HydrophilicityZ1,HydrophilicityZ2,HydrophilicityZ3,HydrophilicityZ4,HydrophilicityZ5
CHR-4-Sequence-1109,7.39299610895,29.9610894942,61.8677042802,0.778210116732,0.0,10.8949416342,30.3501945525,57.9766536965,0.389105058366,0.389105058366,8.17120622568,38.1322957198,53.6964980545,0.0,0.0
CHR-4-Sequence-1110,0.0,0.389105058366,95.3307392996,3.11284046693,1.1673151751,0.0,3.50194552529,95.3307392996,1.1673151751,0.0,0.0,5.44747081712,94.5525291829,0.0,0.0
CHR-4-Sequence-1112,4.28015564202,31.906614786,63.4241245136,0.0,0.389105058366,8.17120622568,27.626459144,63.813229572,0.389105058366,0.0,5.83657587549,32.2957198444,61.8677042802,0.0,0.0
CHR-4-Sequence-1113,1.1673151751,22.9571984436,74.7081712062,1.1673151751,0.0,3.50194552529,19.0661478599,76.6536964981,0.778210116732,0.0,4.66926070039,22.5680933852,72.373540856,0.389105058366,0.0
CHR-4-Sequence-1114,5.83657587549,25.6809338521,68.4824902724,0.0,0.0,6.22568093385,17.8988326848,75.486381323,0.389105058366,0.0,5.44747081712,29.9610894942,64.5914396887,0.0,0.0
CHR-4-Sequence-1115,6.22568093385,28.7937743191,62.2568093385,2.33463035019,0.389105058366,8.94941634241,26.4591439689,64.2023346304,0.0,0.389105058366,4.28015564202,34.6303501946,60.7003891051,0.389105058366,0.0
CHR-4-Sequence-1116,12.4513618677,31.1284046693,56.420233463,0.0,0.0,10.5058365759,25.2918287938,63.813229572,0.389105058366,0.0,11.673151751,38.1322957198,50.1945525292,0.0,0.0
CHR-4-Sequence-1117,1.55642023346,15.1750972763,82.4902723735,0.778210116732,0.0,1.1673151751,14.7859922179,82.8793774319,1.1673151751,0.0,0.778210116732,12.8404669261,86.3813229572,0.0,0.0
CHR-4-Sequence-1118,7.78210116732,27.626459144,63.4241245136,1.1673151751,0.0,6.61478599222,23.7354085603,69.6498054475,0.0,0.0,5.83657587549,29.1828793774,64.9805447471,0.0,0.0
CHR-4-Sequence-1119,1.1673151751,22.5680933852,75.8754863813,0.389105058366,0.0,1.55642023346,20.6225680934,77.0428015564,0.778210116732,0.0,1.55642023346,24.9027237354,73.5408560311,0.0,0.0
CHR-4-Sequence-1121,1.94552529183,23.3463035019,74.7081712062,0.0,0.0,3.11284046693,23.3463035019,73.1517509728,0.389105058366,0.0,3.11284046693,23.3463035019,73.5408560311,0.0,0.0
CHR-4-Sequence-1122,1.55642023346,16.7315175097,81.7120622568,0.0,0.0,0.389105058366,12.0622568093,86.3813229572,1.1673151751,0.0,1.94552529183,20.233463035,77.4319066148,0.389105058366,0.0
CHR-4-Sequence-1123,6.22568093385,22.9571984436,70.4280155642,0.389105058366,0.0,4.28015564202,17.1206225681,77.8210116732,0.778210116732,0.0,5.83657587549,28.0155642023,65.7587548638,0.389105058366,0.0
CHR-4-Sequence-1124,1.94552529183,23.7354085603,74.3190661479,0.0,0.0,2.72373540856,11.2840466926,85.2140077821,0.778210116732,0.0,2.33463035019,20.6225680934,76.6536964981,0.389105058366,0.0
CHR-4-Sequence-1128,2.72373540856,30.3501945525,66.9260700389,0.0,0.0,3.89105058366,21.0116731518,73.9299610895,1.1673151751,0.0,4.28015564202,25.6809338521,69.6498054475,0.0,0.389105058366
CHR-4-Sequence-1129,12.8404669261,28.0155642023,58.7548638132,0.389105058366,0.0,6.22568093385,24.1245136187,69.2607003891,0.389105058366,0.0,12.8404669261,32.2957198444,54.0856031128,0.778210116732,0.0
CHR-4-Sequence-1130,8.56031128405,33.8521400778,57.1984435798,0.389105058366,0.0,4.66926070039,25.2918287938,70.0389105058,0.0,0.0,11.673151751,32.2957198444,54.8638132296,1.1673151751,0.0
CHR-4-Sequence-1133,14.3968871595,28.0155642023,55.6420233463,1.94552529183,0.0,9.72762645914,28.0155642023,60.3112840467,1.55642023346,0.389105058366,12.8404669261,30.3501945525,56.8093385214,0.0,0.0
CHR-4-Sequence-1136,9.33852140078,31.906614786,57.9766536965,0.778210116732,0.0,7.00389105058,35.7976653696,56.8093385214,0.389105058366,0.0,12.4513618677,29.1828793774,57.9766536965,0.389105058366,0.0
CHR-4-Sequence-1137,8.17120622568,32.2957198444,59.1439688716,0.389105058366,0.0,4.28015564202,25.6809338521,70.0389105058,0.0,0.0,11.2840466926,34.2412451362,54.4747081712,0.0,0.0
CHR-4-Sequence-1139,3.11284046693,17.5097276265,78.5992217899,0.778210116732,0.0,2.33463035019,22.5680933852,73.5408560311,1.55642023346,0.0,1.1673151751,15.5642023346,82.8793774319,0.389105058366,0.0
CHR-4-Sequence-1140,9.72762645914,26.4591439689,63.0350194553,0.778210116732,0.0,3.50194552529,20.6225680934,75.486381323,0.389105058366,0.0,9.33852140078,33.8521400778,56.8093385214,0.0,0.0
CHR-4-Sequence-1141,4.66926070039,26.8482490272,67.3151750973,0.778210116732,0.389105058366,3.11284046693,20.6225680934,74.7081712062,1.55642023346,0.0,5.05836575875,28.4046692607,66.1478599222,0.389105058366,0.0
CHR-4-Sequence-1147,0.0,0.778210116732,97.6653696498,1.55642023346,0.0,0.0,3.50194552529,94.9416342412,1.55642023346,0.0,0.0,2.33463035019,97.2762645914,0.389105058366,0.0
CHR-4-Sequence-1148,5.44747081712,26.0700389105,67.3151750973,0.778210116732,0.389105058366,3.50194552529,22.5680933852,73.5408560311,0.389105058366,0.0,5.44747081712,30.3501945525,64.2023346304,0.0,0.0
CHR-4-Sequence-1152,2.72373540856,21.7898832685,74.3190661479,1.1673151751,0.0,1.1673151751,15.953307393,82.8793774319,0.0,0.0,4.28015564202,25.2918287938,70.4280155642,0.0,0.0
CHR-4-Sequence-1153,4.66926070039,15.953307393,78.5992217899,0.778210116732,0.0,0.389105058366,8.56031128405,89.4941634241,1.55642023346,0.0,8.56031128405,26.0700389105,64.9805447471,0.389105058366,0.0
CHR-4-Sequence-1154,10.8949416342,28.4046692607,58.7548638132,1.55642023346,0.389105058366,6.61478599222,29.1828793774,63.813229572,0.389105058366,0.0,12.8404669261,31.5175097276,55.2529182879,0.389105058366,0.0
CHR-4-Sequence-1156,0.389105058366,10.5058365759,88.326848249,0.778210116732,0.0,0.0,4.28015564202,95.3307392996,0.0,0.389105058366,1.1673151751,10.8949416342,87.5486381323,0.389105058366,0.0
CHR-4-Sequence-1157,5.05836575875,22.5680933852,71.5953307393,0.389105058366,0.389105058366,3.50194552529,24.513618677,71.9844357977,0.0,0.0,5.83657587549,24.1245136187,69.2607003891,0.778210116732,0.0
CHR-4-Sequence-1160,6.22568093385,27.626459144,65.7587548638,0.389105058366,0.0,3.50194552529,25.2918287938,70.8171206226,0.389105058366,0.0,5.44747081712,33.0739299611,61.4785992218,0.0,0.0
CHR-4-Sequence-1162,14.3968871595,35.4085603113,49.4163424125,0.0,0.778210116732,9.72762645914,28.7937743191,60.3112840467,0.778210116732,0.389105058366,13.6186770428,36.186770428,49.8054474708,0.389105058366,0.0
CHR-4-Sequence-1163,13.2295719844,29.1828793774,56.8093385214,0.389105058366,0.389105058366,12.8404669261,29.1828793774,56.8093385214,0.389105058366,0.778210116732,10.1167315175,35.4085603113,54.0856031128,0.389105058366,0.0
CHR-4-Sequence-1165,11.2840466926,29.9610894942,58.3657587549,0.0,0.389105058366,13.2295719844,28.4046692607,57.5875486381,0.389105058366,0.389105058366,11.2840466926,29.5719844358,58.3657587549,0.778210116732,0.0
CHR-4-Sequence-1170,4.66926070039,31.1284046693,63.813229572,0.389105058366,0.0,2.72373540856,22.5680933852,73.1517509728,1.1673151751,0.389105058366,7.39299610895,31.5175097276,60.7003891051,0.0,0.389105058366
CHR-4-Sequence-1178,12.0622568093,22.9571984436,64.2023346304,0.778210116732,0.0,9.72762645914,28.0155642023,61.8677042802,0.0,0.389105058366,8.56031128405,29.1828793774,62.2568093385,0.0,0.0
CHR-4-Sequence-1180,8.56031128405,28.0155642023,62.2568093385,0.778210116732,0.389105058366,8.56031128405,22.9571984436,67.3151750973,1.1673151751,0.0,6.22568093385,35.0194552529,58.7548638132,0.0,0.0
CHR-4-Sequence-1184,6.22568093385,26.0700389105,67.7042801556,0.0,0.0,6.22568093385,21.7898832685,71.5953307393,0.389105058366,0.0,8.17120622568,31.5175097276,60.3112840467,0.0,0.0
CHR-4-Sequence-1185,8.94941634241,23.3463035019,66.9260700389,0.778210116732,0.0,9.33852140078,21.4007782101,68.8715953307,0.389105058366,0.0,7.39299610895,34.2412451362,58.3657587549,0.0,0.0
CHR-4-Sequence-1186,6.22568093385,23.3463035019,69.6498054475,0.778210116732,0.0,3.89105058366,27.626459144,68.4824902724,0.0,0.0,5.44747081712,28.7937743191,65.7587548638,0.0,0.0
CHR-4-Sequence-1187,6.61478599222,29.5719844358,63.0350194553,0.778210116732,0.0,4.28015564202,15.953307393,78.5992217899,1.1673151751,0.0,13.2295719844,34.6303501946,51.7509727626,0.389105058366,0.0
CHR-4-Sequence-1188,3.11284046693,16.3424124514,78.2101167315,2.33463035019,0.0,0.389105058366,14.3968871595,84.4357976654,0.778210116732,0.0,5.44747081712,20.233463035,74.3190661479,0.0,0.0
CHR-4-Sequence-1191,10.1167315175,32.6848249027,57.1984435798,0.0,0.0,5.83657587549,25.6809338521,67.7042801556,0.778210116732,0.0,14.7859922179,31.5175097276,53.6964980545,0.0,0.0
CHR-4-Sequence-1192,0.778210116732,13.6186770428,84.046692607,1.55642023346,0.0,1.1673151751,13.6186770428,84.4357976654,0.778210116732,0.0,1.94552529183,15.1750972763,82.8793774319,0.0,0.0
CHR-4-Sequence-1194,1.1673151751,15.953307393,81.3229571984,1.55642023346,0.0,1.1673151751,14.7859922179,83.2684824903,0.778210116732,0.0,1.94552529183,17.1206225681,80.5447470817,0.389105058366,0.0
CHR-4-Sequence-1195,3.11284046693,28.7937743191,67.7042801556,0.389105058366,0.0,3.89105058366,25.6809338521,70.4280155642,0.0,0.0,6.22568093385,33.4630350195,60.3112840467,0.0,0.0
CHR-4-Sequence-1196,7.39299610895,31.1284046693,61.0894941634,0.389105058366,0.0,4.66926070039,24.1245136187,70.8171206226,0.389105058366,0.0,10.1167315175,36.5758754864,53.3073929961,0.0,0.0
CHR-4-Sequence-1197,0.778210116732,11.673151751,87.1595330739,0.389105058366,0.0,0.389105058366,9.72762645914,89.4941634241,0.389105058366,0.0,1.1673151751,15.1750972763,83.6575875486,0.0,0.0
CHR-4-Sequence-1198,8.94941634241,24.513618677,66.1478599222,0.389105058366,0.0,3.89105058366,22.5680933852,72.7626459144,0.389105058366,0.389105058366,13.6186770428,30.3501945525,56.0311284047,0.0,0.0
CHR-4-Sequence-1200,7.39299610895,24.9027237354,66.9260700389,0.389105058366,0.389105058366,5.44747081712,24.1245136187,70.0389105058,0.389105058366,0.0,8.56031128405,29.1828793774,62.2568093385,0.0,0.0
CHR-4-Sequence-1201,6.61478599222,25.6809338521,67.3151750973,0.389105058366,0.0,9.33852140078,22.5680933852,66.9260700389,0.778210116732,0.389105058366,6.61478599222,31.5175097276,61.4785992218,0.389105058366,0.0
CHR-4-Sequence-1203,7.39299610895,24.9027237354,67.7042801556,0.0,0.0,4.66926070039,21.4007782101,73.5408560311,0.389105058366,0.0,9.33852140078,26.8482490272,63.813229572,0.0,0.0
CHR-4-Sequence-1204,0.389105058366,12.0622568093,87.1595330739,0.389105058366,0.0,0.389105058366,6.22568093385,92.6070038911,0.778210116732,0.0,0.389105058366,10.8949416342,88.7159533074,0.0,0.0
CHR-4-Sequence-1206,1.55642023346,14.3968871595,82.4902723735,1.55642023346,0.0,1.55642023346,14.3968871595,82.8793774319,1.1673151751,0.0,2.33463035019,22.1789883268,74.7081712062,0.778210116732,0.0
CHR-4-Sequence-1213,7.78210116732,31.906614786,59.9221789883,0.389105058366,0.0,7.39299610895,32.2957198444,59.53307393,0.778210116732,0.0,8.94941634241,37.3540856031,53.6964980545,0.0,0.0
CHR-4-Sequence-1214,10.8949416342,28.4046692607,59.53307393,1.1673151751,0.0,7.00389105058,30.7392996109,62.2568093385,0.0,0.0,7.78210116732,31.1284046693,60.7003891051,0.389105058366,0.0
CHR-4-Sequence-1219,0.0,2.72373540856,96.4980544747,0.778210116732,0.0,0.0,1.1673151751,97.6653696498,0.778210116732,0.389105058366,0.0,6.61478599222,92.6070038911,0.778210116732,0.0
CHR-4-Sequence-1220,2.72373540856,21.7898832685,75.486381323,0.0,0.0,0.778210116732,16.7315175097,82.4902723735,0.0,0.0,7.39299610895,24.9027237354,67.7042801556,0.0,0.0
CHR-4-Sequence-1221,2.72373540856,23.3463035019,72.373540856,1.1673151751,0.389105058366,1.1673151751,19.0661478599,78.5992217899,1.1673151751,0.0,5.05836575875,32.6848249027,62.2568093385,0.0,0.0
CHR-4-Sequence-1223,2.33463035019,17.5097276265,79.766536965,0.389105058366,0.0,1.1673151751,10.1167315175,87.1595330739,1.55642023346,0.0,4.28015564202,19.4552529183,76.2645914397,0.0,0.0
CHR-4-Sequence-1226,4.28015564202,23.3463035019,70.8171206226,1.55642023346,0.0,4.66926070039,20.6225680934,74.3190661479,0.389105058366,0.0,3.11284046693,22.5680933852,73.9299610895,0.389105058366,0.0
CHR-4-Sequence-1227,0.0,2.33463035019,96.4980544747,1.1673151751,0.0,0.0,0.389105058366,97.6653696498,1.55642023346,0.389105058366,0.0,1.94552529183,97.6653696498,0.389105058366,0.0
CHR-4-Sequence-1229,0.389105058366,12.8404669261,85.2140077821,1.1673151751,0.389105058366,0.389105058366,9.33852140078,89.1050583658,0.389105058366,0.778210116732,0.389105058366,15.5642023346,84.046692607,0.0,0.0
CHR-4-Sequence-1234,2.33463035019,18.2879377432,78.5992217899,0.778210116732,0.0,1.94552529183,11.2840466926,86.3813229572,0.389105058366,0.0,1.1673151751,19.4552529183,79.3774319066,0.0,0.0
CHR-4-Sequence-1236,4.28015564202,20.233463035,75.486381323,0.0,0.0,3.89105058366,21.7898832685,74.3190661479,0.0,0.0,4.66926070039,22.1789883268,73.1517509728,0.0,0.0
CHR-4-Sequence-1237,2.33463035019,19.0661478599,78.2101167315,0.389105058366,0.0,2.33463035019,20.233463035,75.486381323,1.94552529183,0.0,1.1673151751,18.2879377432,79.766536965,0.778210116732,0.0
CHR-4-Sequence-1238,0.778210116732,22.1789883268,75.8754863813,1.1673151751,0.0,0.778210116732,18.6770428016,78.2101167315,2.33463035019,0.0,1.94552529183,22.5680933852,74.7081712062,0.778210116732,0.0
CHR-4-Sequence-1241,10.8949416342,29.9610894942,57.9766536965,1.1673151751,0.0,8.94941634241,24.513618677,66.5369649805,0.0,0.0,15.1750972763,29.9610894942,54.8638132296,0.0,0.0
CHR-4-Sequence-1248,0.389105058366,9.72762645914,89.1050583658,0.778210116732,0.0,0.0,12.4513618677,86.7704280156,0.778210116732,0.0,0.0,15.5642023346,84.4357976654,0.0,0.0
CHR-4-Sequence-1249,10.1167315175,31.906614786,57.9766536965,0.0,0.0,8.56031128405,24.513618677,65.7587548638,1.1673151751,0.0,10.8949416342,33.0739299611,55.6420233463,0.389105058366,0.0
CHR-4-Sequence-1252,7.00389105058,28.7937743191,63.4241245136,0.778210116732,0.0,3.50194552529,23.3463035019,72.373540856,0.778210116732,0.0,8.56031128405,31.906614786,59.1439688716,0.0,0.389105058366
CHR-4-Sequence-1256,15.1750972763,29.1828793774,54.4747081712,1.1673151751,0.0,9.33852140078,33.0739299611,56.8093385214,0.389105058366,0.389105058366,15.953307393,35.4085603113,48.6381322957,0.0,0.0
CHR-4-Sequence-1257,0.778210116732,20.233463035,78.5992217899,0.0,0.389105058366,0.0,10.5058365759,88.7159533074,0.778210116732,0.0,2.33463035019,21.7898832685,75.8754863813,0.0,0.0
CHR-4-Sequence-1259,2.33463035019,17.8988326848,79.766536965,0.0,0.0,2.33463035019,15.5642023346,80.9338521401,1.1673151751,0.0,3.11284046693,18.2879377432,78.2101167315,0.389105058366,0.0
CHR-4-Sequence-1260,0.0,4.28015564202,94.5525291829,1.1673151751,0.0,0.0,3.89105058366,94.1634241245,1.94552529183,0.0,0.0,7.39299610895,91.8287937743,0.778210116732,0.0
CHR-4-Sequence-1261,0.0,4.66926070039,93.7743190661,1.55642023346,0.0,0.0,2.33463035019,96.4980544747,1.1673151751,0.0,0.0,7.00389105058,92.6070038911,0.389105058366,0.0
CHR-4-Sequence-1262,4.66926070039,25.2918287938,69.6498054475,0.389105058366,0.0,4.66926070039,17.1206225681,78.2101167315,0.0,0.0,5.44747081712,28.7937743191,65.7587548638,0.0,0.0
CHR-4-Sequence-1266,4.28015564202,24.9027237354,70.8171206226,0.0,0.0,4.28015564202,24.513618677,71.2062256809,0.0,0.0,7.00389105058,25.6809338521,67.3151750973,0.0,0.0
CHR-4-Sequence-1269,7.78210116732,25.6809338521,65.3696498054,0.778210116732,0.389105058366,6.61478599222,22.9571984436,69.6498054475,0.778210116732,0.0,9.72762645914,29.5719844358,60.7003891051,0.0,0.0
CHR-4-Sequence-1270,16.7315175097,30.7392996109,51.7509727626,0.389105058366,0.389105058366,12.4513618677,24.513618677,62.2568093385,0.389105058366,0.389105058366,15.5642023346,36.5758754864,47.4708171206,0.389105058366,0.0
CHR-4-Sequence-1272,7.39299610895,26.4591439689,65.3696498054,0.778210116732,0.0,6.61478599222,21.7898832685,71.2062256809,0.389105058366,0.0,7.00389105058,33.0739299611,58.7548638132,1.1673151751,0.0
CHR-4-Sequence-1275,1.94552529183,26.4591439689,71.2062256809,0.389105058366,0.0,3.11284046693,16.3424124514,80.5447470817,0.0,0.0,2.72373540856,25.6809338521,71.2062256809,0.0,0.389105058366
CHR-4-Sequence-1276,4.66926070039,21.0116731518,72.373540856,1.94552529183,0.0,1.94552529183,10.8949416342,85.9922178988,0.389105058366,0.778210116732,7.39299610895,22.5680933852,70.0389105058,0.0,0.0
CHR-4-Sequence-1278,4.66926070039,31.906614786,63.0350194553,0.389105058366,0.0,3.50194552529,17.8988326848,78.5992217899,0.0,0.0,8.17120622568,33.8521400778,57.9766536965,0.0,0.0
CHR-4-Sequence-1282,10.5058365759,32.2957198444,56.8093385214,0.389105058366,0.0,4.28015564202,30.7392996109,64.5914396887,0.0,0.389105058366,11.673151751,33.0739299611,55.2529182879,0.0,0.0
CHR-4-Sequence-1283,0.389105058366,15.953307393,82.8793774319,0.778210116732,0.0,0.778210116732,12.0622568093,86.3813229572,0.778210116732,0.0,0.778210116732,20.6225680934,78.5992217899,0.0,0.0
CHR-4-Sequence-1285,3.11284046693,24.9027237354,70.8171206226,0.778210116732,0.389105058366,2.33463035019,16.3424124514,80.9338521401,0.389105058366,0.0,4.28015564202,26.0700389105,69.2607003891,0.389105058366,0.0
CHR-4-Sequence-1286,0.778210116732,9.33852140078,89.8832684825,0.0,0.0,0.0,10.5058365759,88.7159533074,0.389105058366,0.389105058366,0.0,9.72762645914,90.2723735409,0.0,0.0
CHR-4-Sequence-1288,0.389105058366,10.5058365759,89.1050583658,0.0,0.0,0.778210116732,8.94941634241,89.8832684825,0.389105058366,0.0,0.389105058366,9.72762645914,89.8832684825,0.0,0.0
CHR-4-Sequence-1289,14.0077821012,31.906614786,53.3073929961,0.389105058366,0.389105058366,11.2840466926,29.1828793774,58.3657587549,0.778210116732,0.389105058366,12.4513618677,28.7937743191,58.7548638132,0.0,0.0
CHR-4-Sequence-1290,9.33852140078,33.8521400778,56.420233463,0.389105058366,0.0,5.44747081712,24.9027237354,68.4824902724,1.1673151751,0.0,12.4513618677,35.7976653696,51.7509727626,0.0,0.0
CHR-4-Sequence-1291,7.39299610895,37.3540856031,54.0856031128,0.778210116732,0.389105058366,4.66926070039,24.9027237354,70.0389105058,0.389105058366,0.0,10.8949416342,36.9649805447,51.7509727626,0.389105058366,0.0
CHR-4-Sequence-1294,6.22568093385,26.4591439689,67.3151750973,0.0,0.0,4.66926070039,26.0700389105,68.8715953307,0.389105058366,0.0,7.78210116732,29.9610894942,62.2568093385,0.0,0.0
CHR-4-Sequence-1295,6.61478599222,29.5719844358,63.813229572,0.0,0.0,5.05836575875,24.513618677,70.4280155642,0.0,0.0,8.56031128405,34.6303501946,56.8093385214,0.0,0.0
CHR-4-Sequence-1297,7.00389105058,29.5719844358,62.6459143969,0.778210116732,0.0,5.44747081712,21.7898832685,72.373540856,0.389105058366,0.0,11.673151751,35.7976653696,52.5291828794,0.0,0.0
CHR-4-Sequence-1298,0.0,6.61478599222,92.2178988327,0.778210116732,0.389105058366,0.389105058366,7.00389105058,91.8287937743,0.778210116732,0.0,0.0,3.89105058366,95.3307392996,0.778210116732,0.0
CHR-4-Sequence-1301,0.0,2.33463035019,95.719844358,1.94552529183,0.0,0.0,0.389105058366,99.2217898833,0.389105058366,0.0,0.0,7.78210116732,92.2178988327,0.0,0.0
CHR-4-Sequence-1303,8.94941634241,24.9027237354,65.3696498054,0.778210116732,0.0,3.50194552529,17.8988326848,77.8210116732,0.389105058366,0.389105058366,10.5058365759,32.2957198444,57.1984435798,0.0,0.0
CHR-4-Sequence-1304,7.39299610895,26.8482490272,65.3696498054,0.389105058366,0.0,5.44747081712,24.1245136187,70.4280155642,0.0,0.0,8.56031128405,28.0155642023,63.4241245136,0.0,0.0
CHR-4-Sequence-1305,7.00389105058,30.7392996109,62.2568093385,0.0,0.0,5.05836575875,20.6225680934,73.5408560311,0.389105058366,0.389105058366,9.72762645914,24.513618677,65.7587548638,0.0,0.0
CHR-4-Sequence-1306,1.1673151751,23.7354085603,74.3190661479,0.389105058366,0.389105058366,1.1673151751,8.94941634241,89.1050583658,0.778210116732,0.0,5.44747081712,28.7937743191,65.7587548638,0.0,0.0
CHR-4-Sequence-1307,14.0077821012,25.2918287938,60.7003891051,0.0,0.0,7.39299610895,26.4591439689,65.3696498054,0.389105058366,0.389105058366,12.4513618677,34.2412451362,53.3073929961,0.0,0.0
CHR-4-Sequence-1309,4.28015564202,20.6225680934,74.3190661479,0.389105058366,0.389105058366,1.1673151751,15.5642023346,81.7120622568,1.55642023346,0.0,4.66926070039,26.0700389105,68.8715953307,0.389105058366,0.0
CHR-4-Sequence-1314,1.1673151751,23.7354085603,74.7081712062,0.389105058366,0.0,1.55642023346,14.7859922179,83.2684824903,0.389105058366,0.0,3.89105058366,28.4046692607,66.9260700389,0.778210116732,0.0
CHR-4-Sequence-1315,2.72373540856,13.2295719844,82.4902723735,1.55642023346,0.0,0.389105058366,12.4513618677,86.3813229572,0.778210116732,0.0,3.50194552529,24.1245136187,72.373540856,0.0,0.0
CHR-4-Sequence-1316,12.4513618677,29.1828793774,56.8093385214,1.55642023346,0.0,6.22568093385,28.4046692607,64.5914396887,0.778210116732,0.0,15.953307393,36.5758754864,47.4708171206,0.0,0.0
CHR-4-Sequence-1317,2.33463035019,11.673151751,84.8249027237,1.1673151751,0.0,0.0,9.72762645914,89.8832684825,0.389105058366,0.0,2.33463035019,17.8988326848,79.766536965,0.0,0.0
CHR-4-Sequence-1320,1.94552529183,17.5097276265,80.5447470817,0.0,0.0,3.11284046693,19.0661478599,77.4319066148,0.389105058366,0.0,1.1673151751,19.0661478599,79.3774319066,0.389105058366,0.0
CHR-4-Sequence-1324,2.72373540856,24.513618677,72.373540856,0.389105058366,0.0,3.50194552529,18.2879377432,77.0428015564,0.778210116732,0.389105058366,3.50194552529,25.2918287938,70.8171206226,0.389105058366,0.0
CHR-4-Sequence-1325,1.1673151751,24.9027237354,73.5408560311,0.389105058366,0.0,2.33463035019,21.0116731518,76.2645914397,0.389105058366,0.0,3.11284046693,29.9610894942,66.9260700389,0.0,0.0
CHR-4-Sequence-1326,7.78210116732,26.0700389105,65.7587548638,0.389105058366,0.0,3.50194552529,22.5680933852,73.5408560311,0.389105058366,0.0,12.0622568093,36.186770428,51.3618677043,0.389105058366,0.0
CHR-4-Sequence-1329,1.1673151751,22.1789883268,76.2645914397,0.389105058366,0.0,0.778210116732,19.8443579767,78.5992217899,0.778210116732,0.0,1.55642023346,24.1245136187,74.3190661479,0.0,0.0
CHR-4-Sequence-1331,2.72373540856,21.4007782101,75.0972762646,0.778210116732,0.0,2.33463035019,18.2879377432,78.5992217899,0.778210116732,0.0,3.50194552529,25.6809338521,70.0389105058,0.778210116732,0.0
CHR-4-Sequence-1334,2.33463035019,16.7315175097,79.3774319066,1.55642023346,0.0,1.55642023346,15.1750972763,82.4902723735,0.778210116732,0.0,1.55642023346,23.3463035019,73.5408560311,1.55642023346,0.0
CHR-4-Sequence-1335,2.72373540856,18.6770428016,78.5992217899,0.0,0.0,2.72373540856,16.3424124514,79.766536965,0.778210116732,0.389105058366,4.28015564202,27.2373540856,68.4824902724,0.0,0.0
CHR-4-Sequence-1344,10.1167315175,23.7354085603,64.9805447471,0.778210116732,0.389105058366,6.61478599222,29.9610894942,62.6459143969,0.389105058366,0.389105058366,11.673151751,32.6848249027,55.6420233463,0.0,0.0
CHR-4-Sequence-1346,2.33463035019,21.4007782101,75.0972762646,1.1673151751,0.0,2.72373540856,20.6225680934,75.8754863813,0.778210116732,0.0,2.33463035019,25.6809338521,71.2062256809,0.389105058366,0.389105058366
CHR-4-Sequence-1347,10.1167315175,29.5719844358,59.9221789883,0.0,0.389105058366,6.61478599222,25.2918287938,66.9260700389,0.778210116732,0.389105058366,12.8404669261,38.9105058366,48.2490272374,0.0,0.0
CHR-4-Sequence-1349,7.78210116732,33.0739299611,58.7548638132,0.0,0.389105058366,4.66926070039,25.2918287938,68.8715953307,0.389105058366,0.778210116732,10.5058365759,34.6303501946,54.8638132296,0.0,0.0
CHR-4-Sequence-1350,3.50194552529,22.5680933852,73.5408560311,0.389105058366,0.0,1.55642023346,20.6225680934,76.2645914397,1.55642023346,0.0,3.11284046693,21.4007782101,75.486381323,0.0,0.0
CHR-4-Sequence-1351,0.389105058366,8.94941634241,90.2723735409,0.0,0.389105058366,0.0,5.83657587549,92.9961089494,1.1673151751,0.0,0.389105058366,9.72762645914,89.1050583658,0.778210116732,0.0
CHR-4-Sequence-1352,11.673151751,35.0194552529,52.9182879377,0.389105058366,0.0,7.78210116732,29.9610894942,61.0894941634,0.778210116732,0.389105058366,14.0077821012,33.0739299611,52.9182879377,0.0,0.0
CHR-4-Sequence-1353,17.8988326848,26.4591439689,54.4747081712,0.778210116732,0.389105058366,10.1167315175,29.1828793774,59.53307393,0.778210116732,0.389105058366,21.7898832685,31.1284046693,46.6926070039,0.389105058366,0.0
CHR-4-Sequence-1354,5.83657587549,16.3424124514,77.4319066148,0.389105058366,0.0,0.778210116732,10.1167315175,88.326848249,0.778210116732,0.0,5.44747081712,28.0155642023,66.1478599222,0.389105058366,0.0
CHR-4-Sequence-1357,5.83657587549,24.513618677,69.2607003891,0.389105058366,0.0,3.89105058366,23.7354085603,70.8171206226,1.55642023346,0.0,7.00389105058,28.0155642023,64.2023346304,0.389105058366,0.389105058366
CHR-4-Sequence-1359,7.78210116732,25.2918287938,66.5369649805,0.389105058366,0.0,6.61478599222,20.6225680934,72.373540856,0.389105058366,0.0,6.61478599222,32.6848249027,60.7003891051,0.0,0.0
CHR-4-Sequence-1360,1.55642023346,21.0116731518,77.4319066148,0.0,0.0,0.389105058366,11.673151751,86.7704280156,1.1673151751,0.0,3.89105058366,27.626459144,68.4824902724,0.0,0.0
CHR-4-Sequence-1361,7.00389105058,29.9610894942,63.0350194553,0.0,0.0,8.17120622568,27.2373540856,64.2023346304,0.389105058366,0.0,10.8949416342,33.8521400778,55.2529182879,0.0,0.0
CHR-4-Sequence-1364,0.0,5.05836575875,93.7743190661,1.1673151751,0.0,0.0,4.66926070039,93.3852140078,1.94552529183,0.0,0.389105058366,5.83657587549,92.9961089494,0.778210116732,0.0
